
0.7786,4.0129,9.7017,0.7522,3.7895,9.0136,0.0814,0.0153,0.1024,0.0709,0.2247,-0.017,2.51,24.97,-24.76,348.18,-22.3,-5.51,51004,2020-06-27 15:51:09:672
0.7786,4.0129,9.7017,0.7522,3.7895,9.0136,-0.087,0.1596,0.6695,0.0709,0.2247,-0.017,2.51,24.97,-24.76,348.18,-22.3,-5.51,51014,2020-06-27 15:51:09:682
0.7594,4.0823,9.7137,0.7522,3.7895,9.0136,-0.087,0.1596,0.6695,0.0709,0.2247,-0.017,3.36,24.31,-24.79,350.91,-22.73,-4.77,51024,2020-06-27 15:51:09:692
0.7594,4.0823,9.7137,0.7522,3.7895,9.0136,-0.087,0.1596,0.6695,0.2488,0.0095,-0.0234,3.36,24.31,-24.79,350.91,-22.73,-4.77,51034,2020-06-27 15:51:09:702
0.7594,4.0823,9.7137,0.7281,3.843,8.9929,0.0251,0.0848,0.1523,0.2488,0.0095,-0.0234,3.36,24.31,-24.79,350.91,-22.73,-4.77,51044,2020-06-27 15:51:09:712
0.8097,3.9937,9.2564,0.7281,3.843,8.9929,0.0251,0.0848,0.1523,0.2488,0.0095,-0.0234,3.36,24.31,-24.79,350.91,-22.73,-4.77,51053,2020-06-27 15:51:09:721
0.8097,3.9937,9.2564,0.7281,3.843,8.9929,0.0251,0.0848,0.1523,0.2552,0.017,-0.0447,1.66,25.61,-25.45,350.91,-22.73,-4.77,51064,2020-06-27 15:51:09:732
0.8097,3.9937,9.2564,0.7274,3.9154,8.9617,0.0123,-0.1238,-0.0794,0.2552,0.017,-0.0447,1.66,25.61,-25.45,350.91,-22.73,-4.77,51073,2020-06-27 15:51:09:741
0.7067,3.9638,9.0145,0.7274,3.9154,8.9617,0.0123,-0.1238,-0.0794,0.2552,0.017,-0.0447,1.66,25.61,-25.45,350.91,-22.73,-4.77,51084,2020-06-27 15:51:09:752
0.7067,3.9638,9.0145,0.7274,3.9154,8.9617,0.0123,-0.1238,-0.0794,0.1934,0.2471,-0.0191,1.66,25.61,-25.45,350.91,-22.73,-4.77,51093,2020-06-27 15:51:09:761
0.6361,4.0428,9.145,0.6801,3.9757,8.9388,-0.0536,-0.0554,-0.1285,0.1934,0.2471,-0.0191,0.48,25.72,-27.63,356.54,-23.92,-4.35,51104,2020-06-27 15:51:09:772
0.6361,4.0428,9.145,0.6801,3.9757,8.9388,-0.0536,-0.0554,-0.1285,0.1934,0.2471,-0.0191,0.48,25.72,-27.63,356.54,-23.92,-4.35,51114,2020-06-27 15:51:09:782
0.6361,4.0428,9.145,0.6144,4.0095,8.9284,-0.0536,-0.0554,-0.1285,0.1295,0.2907,-0.0085,0.48,25.72,-27.63,356.54,-23.92,-4.35,51124,2020-06-27 15:51:09:792
0.6146,4.1673,9.1833,0.6144,4.0095,8.9284,-0.0081,0.0583,0.0361,0.1295,0.2907,-0.0085,0.48,25.72,-27.63,356.54,-23.92,-4.35,51134,2020-06-27 15:51:09:802
0.6146,4.1673,9.1833,0.6144,4.0095,8.9284,-0.0081,0.0583,0.0361,0.1295,0.2907,-0.0085,2.17,24.41,-29.11,356.54,-23.92,-4.35,51144,2020-06-27 15:51:09:812
0.6146,4.1673,9.1833,0.526,4.0381,8.9212,-0.0081,0.0583,0.0361,0.0698,0.3632,-0.0234,2.17,24.41,-29.11,356.54,-23.92,-4.35,51154,2020-06-27 15:51:09:822
0.7774,4.0584,9.1929,0.526,4.0381,8.9212,0.5152,-0.2422,-0.2497,0.0698,0.3632,-0.0234,2.17,24.41,-29.11,356.54,-23.92,-4.35,51163,2020-06-27 15:51:09:831
0.7774,4.0584,9.1929,0.526,4.0381,8.9212,0.5152,-0.2422,-0.2497,0.0698,0.3632,-0.0234,2.17,24.41,-29.11,356.54,-23.92,-4.35,51174,2020-06-27 15:51:09:842
1.2,4.4426,8.6219,0.4414,4.039,8.9254,0.5152,-0.2422,-0.2497,-0.0665,0.5049,-0.3877,3.1,24.02,-27.05,352.07,-24.32,-3.37,51183,2020-06-27 15:51:09:851
1.2,4.4426,8.6219,0.4414,4.039,8.9254,0.4997,0.4201,-0.5022,-0.0665,0.5049,-0.3877,3.1,24.02,-27.05,352.07,-24.32,-3.37,51194,2020-06-27 15:51:09:862
1.2,4.4426,8.6219,0.4414,4.039,8.9254,0.4997,0.4201,-0.5022,-0.0665,0.5049,-0.3877,3.1,24.02,-27.05,352.07,-24.32,-3.37,51204,2020-06-27 15:51:09:872
0.1118,4.2667,9.2935,0.2013,4.0227,8.9413,0.4997,0.4201,-0.5022,-0.0974,0.5933,-0.3504,3.1,24.02,-27.05,352.07,-24.32,-3.37,51214,2020-06-27 15:51:09:882
0.1118,4.2667,9.2935,0.2013,4.0227,8.9413,-0.2264,0.0937,0.3174,-0.0974,0.5933,-0.3504,2.85,25.27,-25.71,352.07,-24.32,-3.37,51224,2020-06-27 15:51:09:892
0.1118,4.2667,9.2935,0.2013,4.0227,8.9413,-0.2264,0.0937,0.3174,-0.0974,0.5933,-0.3504,2.85,25.27,-25.71,352.07,-24.32,-3.37,51233,2020-06-27 15:51:09:901
-0.2952,4.1601,9.4946,0.0595,4.0089,8.9496,-0.2264,0.0937,0.3174,0.0198,0.3472,-0.2226,2.85,25.27,-25.71,352.07,-24.32,-3.37,51243,2020-06-27 15:51:09:911
-0.2952,4.1601,9.4946,0.0595,4.0089,8.9496,-0.3492,0.0789,0.4222,0.0198,0.3472,-0.2226,2.85,25.27,-25.71,352.07,-24.32,-3.37,51254,2020-06-27 15:51:09:922
-0.5035,4.2152,9.728,0.0595,4.0089,8.9496,-0.3492,0.0789,0.4222,0.0198,0.3472,-0.2226,3.68,25.26,-27.14,352.96,-24.13,-0.38,51264,2020-06-27 15:51:09:932
-0.5035,4.2152,9.728,-0.0414,4.0253,8.9423,-0.3492,0.0789,0.4222,0.0198,0.3472,-0.2226,3.68,25.26,-27.14,352.96,-24.13,-0.38,51274,2020-06-27 15:51:09:942
-0.5035,4.2152,9.728,-0.0414,4.0253,8.9423,-0.6004,-5.0E-4,0.3148,0.1487,0.0979,-0.1683,3.68,25.26,-27.14,352.96,-24.13,-0.38,51283,2020-06-27 15:51:09:951
-0.7441,4.141,9.3809,-0.0414,4.0253,8.9423,-0.6004,-5.0E-4,0.3148,0.1487,0.0979,-0.1683,3.68,25.26,-27.14,352.96,-24.13,-0.38,51294,2020-06-27 15:51:09:962
-0.7441,4.141,9.3809,-0.0727,4.0725,8.9207,-0.6004,-5.0E-4,0.3148,0.2041,-0.032,0.0064,1.98,26.56,-27.08,352.96,-24.13,-0.38,51304,2020-06-27 15:51:09:972
-0.7441,4.141,9.3809,-0.0727,4.0725,8.9207,-0.5088,-0.0917,0.0991,0.2041,-0.032,0.0064,1.98,26.56,-27.08,352.96,-24.13,-0.38,51314,2020-06-27 15:51:09:982
-0.4568,4.0512,9.1438,-0.0727,4.0725,8.9207,-0.5088,-0.0917,0.0991,0.2041,-0.032,0.0064,1.98,26.56,-27.08,352.96,-24.13,-0.38,51323,2020-06-27 15:51:09:991
-0.4568,4.0512,9.1438,-0.0422,4.1248,8.8969,-0.5088,-0.0917,0.0991,0.2041,-0.032,0.0064,1.98,26.56,-27.08,352.96,-24.13,-0.38,51334,2020-06-27 15:51:10:002
-0.0091,3.9016,8.7668,-0.0422,4.1248,8.8969,-0.0346,-0.3262,-0.2372,0.2019,-0.1599,0.097,3.63,26.55,-26.39,353.76,-24.87,0.27,51343,2020-06-27 15:51:10:011
-0.0091,3.9016,8.7668,-0.0422,4.1248,8.8969,-0.0346,-0.3262,-0.2372,0.2019,-0.1599,0.097,3.63,26.55,-26.39,353.76,-24.87,0.27,51354,2020-06-27 15:51:10:022
