0,3.1718,0.1416
0,2.7159,0.2352
0,2.3903,0.3211
0,2.0715,0.3924
0,1.8824,0.4359
1,1.6476,0.5061
1,1.5593,0.5373
1,1.4931,0.5496
1,1.2692,0.6065
1,1.2852,0.6109
2,1.1434,0.6566
2,1.1141,0.6644
2,1.0269,0.6767
2,1.1258,0.6299
2,0.9591,0.7179
3,0.9774,0.7068
3,0.9192,0.7101
3,0.8205,0.7347
3,0.8115,0.7336
3,0.8218,0.7458
4,0.8007,0.7614
4,0.8343,0.7369
4,0.6871,0.7815
4,0.6619,0.7871
4,0.6773,0.8027
5,0.684,0.7949
5,0.6827,0.7715
5,0.6037,0.8049
5,0.6241,0.7993
5,0.7124,0.7804
6,0.6543,0.7915
6,0.5942,0.8261
6,0.4545,0.8428
6,0.5577,0.8216
6,0.5209,0.835
7,0.5471,0.8261
7,0.5855,0.8205
7,0.5057,0.8294
7,0.4407,0.8484
7,0.541,0.8339
8,0.6366,0.8183
8,0.6755,0.7781
8,0.4849,0.8473
8,0.5132,0.8395
8,0.5225,0.8395
9,0.4666,0.8484
9,0.5814,0.8227
9,0.5636,0.8205
9,0.478,0.8595
9,0.4024,0.8707
10,0.4701,0.8551
10,0.5517,0.8194
10,0.4311,0.8595
10,0.3451,0.8807
10,0.4398,0.8606
11,0.5213,0.845
11,0.4779,0.8517
11,0.3779,0.874
11,0.3325,0.8963
11,0.386,0.8673
12,0.4162,0.8696
12,0.4283,0.8763
12,0.4078,0.8651
12,0.2837,0.903
12,0.4881,0.8384
13,0.3498,0.8807
13,0.3768,0.8785
13,0.2884,0.8963
13,0.2911,0.9119
13,0.2743,0.9197
14,0.4473,0.8595
14,0.3705,0.874
14,0.2986,0.9052
14,0.3076,0.9008
14,0.3651,0.8841
15,0.3796,0.8919
15,0.31,0.9075
15,0.6558,0.8807
15,0.3256,0.903
15,0.3406,0.8897
16,0.3674,0.8807
16,0.2932,0.913
16,0.3906,0.8729
16,0.2576,0.9231
16,0.3349,0.8885
17,0.2955,0.8997
17,0.3246,0.8919
17,0.2606,0.9108
17,0.2613,0.9164
17,0.3352,0.8941
18,0.3957,0.8952
18,0.3484,0.8919
18,0.3001,0.8997
18,0.249,0.9231
18,0.2256,0.932
19,0.3548,0.8874
19,0.2866,0.8963
19,0.2662,0.9197
19,0.2912,0.9052
19,0.3573,0.8963
20,0.2891,0.9086
20,0.273,0.9197
20,0.2266,0.9365
20,0.2478,0.922
20,0.2743,0.913
21,0.3033,0.9231
21,0.2959,0.9108
21,0.2318,0.9275
21,0.2444,0.9208
21,0.2957,0.922
22,0.3059,0.8941
22,0.316,0.9064
22,0.2065,0.9253
22,0.2152,0.9365
22,0.2279,0.9309
23,0.4473,0.8763
23,0.3059,0.9119
23,0.341,0.9064
23,0.2015,0.9376
23,0.2115,0.942
24,0.2422,0.9197
24,0.2913,0.9186
24,0.2409,0.9231
24,0.2679,0.913
24,0.2158,0.9231
25,0.3224,0.9097
25,0.2847,0.9197
25,0.2165,0.9387
25,0.2034,0.9376
25,0.1633,0.9532
26,0.2819,0.9075
26,0.1905,0.942
26,0.1827,0.9554
26,0.1916,0.9264
26,0.2355,0.9309
27,0.2701,0.9197
27,0.2252,0.9253
27,0.2045,0.9342
27,0.2067,0.9387
27,0.2194,0.9309
28,0.2083,0.9253
28,0.1757,0.9409
28,0.2563,0.9253
28,0.2356,0.9298
28,0.1546,0.9588
