0,3.047015976,0.162764773
0,2.309614669,0.340022296
0,2.125215576,0.379041255
0,1.80921312,0.46488294
0,1.588481431,0.523968756
1,1.393539438,0.580824971
1,1.305089232,0.604236364
1,1.443805084,0.544035673
1,1.272660714,0.604236364
1,1.065469917,0.670011163
2,1.017571771,0.691192865
2,0.931791752,0.705685616
2,0.969470146,0.67558527
2,0.888862409,0.720178366
2,0.867581263,0.727982163
3,0.779924565,0.752508342
3,0.7403771,0.756967664
3,0.755255428,0.753623188
3,0.724108079,0.773690104
3,0.719214738,0.781493843
4,0.611689206,0.802675605
4,0.612627331,0.804905236
4,0.650443991,0.793756962
4,0.619127697,0.819397986
4,0.666842317,0.778149366
5,0.624111944,0.802675605
5,0.555491789,0.820512831
5,0.546771198,0.811594188
5,0.438822526,0.861761451
5,0.546171693,0.83054626
6,0.534561359,0.832775891
6,0.504165566,0.838350058
6,0.48206472,0.835005581
6,0.441033345,0.856187284
6,0.485783662,0.85953176
7,0.455003944,0.848383486
7,0.504361509,0.835005581
7,0.397164134,0.869565189
7,0.385916588,0.880713463
7,0.441636074,0.855072439
8,0.355049631,0.891861737
8,0.465426864,0.875139356
8,0.423646446,0.853957653
8,0.425838608,0.875139356
8,0.49432991,0.84503901
9,0.397050339,0.884057999
9,0.380406947,0.869565189
9,0.337542546,0.888517261
9,0.382504839,0.877368987
9,0.393302469,0.871794879
10,0.386261935,0.870680034
10,0.370133053,0.884057999
10,0.413121552,0.853957653
10,0.374317351,0.870680034
10,0.417211561,0.876254201
11,0.314094926,0.903010011
11,0.341921111,0.884057999
11,0.434197525,0.865105927
11,0.299597835,0.903010011
11,0.369467406,0.876254201
12,0.319117098,0.897435904
12,0.239978982,0.916387975
12,0.333382446,0.891861737
12,0.362170141,0.885172784
12,0.312451016,0.905239701
13,0.343241962,0.887402475
13,0.256209835,0.911928654
13,0.315916895,0.908584177
13,0.310978446,0.901895225
13,0.302436326,0.905239701
14,0.278889367,0.907469332
14,0.260580933,0.918617606
14,0.313373911,0.894091427
14,0.268478486,0.906354487
14,0.306143413,0.897435904
15,0.258290039,0.909699023
15,0.250324347,0.914158285
15,0.300940937,0.901895225
15,0.246685539,0.926421404
15,0.298284903,0.906354487
16,0.258070437,0.920847297
16,0.24997792,0.919732451
16,0.345294961,0.882943153
16,0.216092182,0.92976588
16,0.251768304,0.926421404
17,0.238140678,0.933110356
17,0.294051794,0.899665534
17,0.275682226,0.903010011
17,0.259370003,0.919732451
17,0.30663406,0.90078038
18,0.240472624,0.92976588
18,0.222365403,0.939799309
18,0.19515905,0.940914154
18,0.22397537,0.933110356
18,0.267114682,0.924191773
19,0.23615615,0.926421404
19,0.300634917,0.906354487
19,0.354099947,0.894091427
19,0.35438427,0.890746951
19,0.295128803,0.913043499
20,0.200087861,0.937569678
20,0.227167295,0.924191773
20,0.264913559,0.917502761
20,0.201444891,0.940914154
20,0.247251288,0.919732451
21,0.225443935,0.92976588
21,0.166641657,0.948717952
21,0.278131048,0.914158285
21,0.170995026,0.942028999
21,0.258797253,0.923076928
22,0.264104517,0.926421404
22,0.304409245,0.904124856
22,0.297394322,0.916387975
22,0.197076683,0.942028999
22,0.302641466,0.904124856
23,0.233727728,0.918617606
23,0.187335228,0.938684523
23,0.189089144,0.942028999
23,0.273298738,0.91527313
23,0.292849066,0.907469332
24,0.254071728,0.924191773
24,0.272640896,0.914158285
24,0.202394096,0.92976588
24,0.193247641,0.933110356
24,0.231889511,0.924191773
25,0.240883574,0.920847297
25,0.240552956,0.931995511
25,0.239700766,0.928651035
25,0.19422857,0.94425863
25,0.249436414,0.930880725
26,0.18048075,0.940914154
26,0.249115753,0.935340047
26,0.269131241,0.91527313
26,0.296649918,0.910813808
26,0.259869386,0.916387975
27,0.168209681,0.949832797
27,0.205250267,0.930880725
27,0.217410488,0.92976588
27,0.21214511,0.933110356
27,0.177225371,0.945373476
